# The Comparative Toxicogenomics Database (CTD) - http://ctdbase.org/
#   Copyright 2012-2020 NC State University. All rights reserved.
#  
# 
# Use is subject to the terms set forth at http://ctdbase.org/about/legal.jsp
# These terms include:
# 
#   1. All forms of publication (e.g., web sites, research papers, databases,
#      software applications, etc.) that use or rely on CTD data must cite CTD.
#      Citation guidelines: http://ctdbase.org/about/publications/#citing
# 
#   2. All electronic or online applications must include hyperlinks from 
#      contexts that use CTD data to the applicable CTD data pages.
#      Linking instructions: http://ctdbase.org/help/linking.jsp
# 
#   3. You must notify CTD, and describe your use of our data:
#      http://ctdbase.org/help/contact.go
# 
#   4. For quality control purposes, you must provide CTD with periodic 
#      access to your publication of our data.
# 
# More information: http://ctdbase.org/downloads/
# 
# Report created: Sun Mar 29 15:41:10 EDT 2020
#
# Fields:
# reference,studyfactors,exposurestressors,receptors,studycountries,mediums,exposuremarkers,diseases,phenotypes,authorsummary
#
25095280,,"2,2',3,3',4,4',5-heptachlorobiphenyl^C541131^MESH|2,2',3',4,4',5-hexachlorobiphenyl^C029790^MESH|2,2',3,5,5',6-hexachlorobiphenyl^C066675^MESH|2,2',4,4',5,5'-hexabrominated diphenyl ether^C478854^MESH|2,2',4,4',5-brominated diphenyl ether^C477694^MESH|2,2',4,4',5-pentachlorobiphenyl^C500336^MESH|2,2',4,4'-tetrabromodiphenyl ether^C511295^MESH|2,3,3',4,4',5-hexachlorobiphenyl^C087667^MESH|2,3,3',4,4'-pentachlorobiphenyl^C067940^MESH|2,3,4,2',3',4'-hexachlorobiphenyl^C014218^MESH|2,3,4,4'5-pentachlorobiphenyl^C035834^MESH|2,3',4,4',5-pentachlorobiphenyl^C070055^MESH|2,4,4',5-tetrachlorobiphenyl^C541132^MESH|2,4,4'-trichlorobiphenyl^C081766^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|2,4,5,2',5'-pentachlorobiphenyl^C009828^MESH|2,5,2',5'-tetrachlorobiphenyl^C009407^MESH|beta-hexachlorocyclohexane^C023888^MESH|DDT^D003634^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|Fluorocarbons^D005466^MESH|Halogenated Diphenyl Ethers^D055768^MESH|Hexachlorobenzene^D006581^MESH|Hexachlorocyclohexane^D001556^MESH|hexadecafluoro-nonanoic acid^C018959^MESH|Mirex^D008917^MESH|N-ethyl perfluorooctane sulfonamido acetate^C542083^MESH|nonachlor^C001870^MESH|o,p'-DDT^C016340^MESH|oxychlordane^C008743^MESH|PBB 153^C533857^MESH|PCB 180^C410127^MESH|pentabrominated diphenyl ether 100^C517827^MESH|pentabromodiphenyl ether^C086401^MESH|perfluorodecanoic acid^C036567^MESH|perfluorooctanesulfonamide^C063900^MESH|perfluorooctane sulfonic acid^C076994^MESH|perfluorooctanoic acid^C023036^MESH|Polychlorinated Biphenyls^D011078^MESH|tribromodiphenyl ether 28^C533760^MESH",^^^^Infants or newborns|^^^^Mothers|^^^^Study subjects,United States,serum,"2,2',3,3',4,4',5-heptachlorobiphenyl^C541131^MESH|2,2',3',4,4',5-hexachlorobiphenyl^C029790^MESH|2,2',3,5,5',6-hexachlorobiphenyl^C066675^MESH|2,2',4,4',5,5'-hexabrominated diphenyl ether^C478854^MESH|2,2',4,4',5-brominated diphenyl ether^C477694^MESH|2,2',4,4',5-pentachlorobiphenyl^C500336^MESH|2,2',4,4'-tetrabromodiphenyl ether^C511295^MESH|2,3,3',4,4',5-hexachlorobiphenyl^C087667^MESH|2,3,3',4,4'-pentachlorobiphenyl^C067940^MESH|2,3,4,2',3',4'-hexachlorobiphenyl^C014218^MESH|2,3,4,4'5-pentachlorobiphenyl^C035834^MESH|2,3',4,4',5-pentachlorobiphenyl^C070055^MESH|2,4,4',5-tetrachlorobiphenyl^C541132^MESH|2,4,4'-trichlorobiphenyl^C081766^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|2,4,5,2',5'-pentachlorobiphenyl^C009828^MESH|2,5,2',5'-tetrachlorobiphenyl^C009407^MESH|beta-hexachlorocyclohexane^C023888^MESH|DDT^D003634^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|Fluorocarbons^D005466^MESH|Halogenated Diphenyl Ethers^D055768^MESH|Hexachlorobenzene^D006581^MESH|Hexachlorocyclohexane^D001556^MESH|hexadecafluoro-nonanoic acid^C018959^MESH|Mirex^D008917^MESH|N-ethyl perfluorooctane sulfonamido acetate^C542083^MESH|nonachlor^C001870^MESH|o,p'-DDT^C016340^MESH|oxychlordane^C008743^MESH|PBB 153^C533857^MESH|PCB 180^C410127^MESH|pentabrominated diphenyl ether 100^C517827^MESH|pentabromodiphenyl ether^C086401^MESH|perfluorodecanoic acid^C036567^MESH|perfluorooctanesulfonamide^C063900^MESH|perfluorooctane sulfonic acid^C076994^MESH|perfluorooctanoic acid^C023036^MESH|Polychlorinated Biphenyls^D011078^MESH|tribromodiphenyl ether 28^C533760^MESH",Prenatal Exposure Delayed Effects^D011297^MESH,developmental growth^GO:0048589^GO|head development^GO:0060322^GO,Preconceptional maternal and paternal concentrations of several persistent organic pollutants were associated with statistically significant differences in birth size among offspring.
25099132,,Acrolein^D000171^MESH,^^^^Study subjects,United States,urine,S-(3-hydroxypropyl)cysteine N-acetate^C001423^MESH,Cardiovascular Diseases^D002318^MESH,blood vessel endothelial cell migration^GO:0043534^GO|platelet activation^GO:0030168^GO,"Regardless of its source, acrolein exposure is associated with platelet activation and suppression of circulating angiogenic cell levels, as well as increased cardiovascular disease risk."
25108490,,alpha-pinene^C005451^MESH|Benzene^D001554^MESH|caprylic aldehyde^C031639^MESH|decanaldehyde^C021170^MESH|Furaldehyde^D005662^MESH|isoprene^C005059^MESH|naphthalene^C031721^MESH|n-hexanal^C010463^MESH|nonanal^C008664^MESH|Styrene^D020058^MESH,^^^^Children|^^^^Study subjects,Canada,air,alpha-pinene^C005451^MESH|Benzene^D001554^MESH|caprylic aldehyde^C031639^MESH|decanaldehyde^C021170^MESH|Furaldehyde^D005662^MESH|isoprene^C005059^MESH|naphthalene^C031721^MESH|n-hexanal^C010463^MESH|nonanal^C008664^MESH|Styrene^D020058^MESH,,regulation of respiratory gaseous exchange^GO:0043576^GO,To investigate the association between volatile organic compounds measured in residential indoor air and lung function in the Canadian population Cycle 2 of the Canadian Health Measures Survey - a population based cross-sectional survey designed to be representative of the Canadian population - was carried out between 2009 and 2011.
25113236,,Antimony^D000965^MESH|Copper^D003300^MESH|Lead^D007854^MESH|Tin^D014001^MESH|Zinc^D015032^MESH,^^^^Children,Belgium|Chile|United States,,Lead^D007854^MESH,,,The present work describes a migration test using a mimetic saliva fluid to estimate the chronic exposure of children to metals such as lead while mouthing metallic objects.
25115444,tobacco,Cadmium^D002104^MESH|Lead^D007854^MESH|Tobacco Smoke Pollution^D014028^MESH,^^^^Study subjects,United States,blood,Cadmium^D002104^MESH|Lead^D007854^MESH,Depressive Disorder^D003866^MESH,,This is the first study reporting an association of blood cadmium levels with depressive symptoms using a nationally representative sample.
25115710,,Carbon Monoxide^D002248^MESH|Nitrogen Dioxide^D009585^MESH|Ozone^D010126^MESH|Particulate Matter^D052638^MESH|Sulfur Dioxide^D013458^MESH,Respiratory Tract Diseases^disease^D012140^MESH^Subjects with disease:,Japan,air,Carbon Monoxide^D002248^MESH|Nitrogen Dioxide^D009585^MESH|Ozone^D010126^MESH|Particulate Matter^D052638^MESH|Sulfur Dioxide^D013458^MESH,"Influenza, Human^D007251^MESH|Pneumonia^D011014^MESH|Respiratory Tract Diseases^D012140^MESH",,"We evaluated the associations between hourly changes in air pollution and the risk of respiratory disease in the elderly, using the time of the emergency call as the disease onset for each case."
25115749,,Benzene^D001554^MESH|Tetrachloroethylene^D013750^MESH|Trichloroethylene^D014241^MESH|Vinyl Chloride^D014752^MESH,^^^^Military personnel,United States,,Benzene^D001554^MESH|Tetrachloroethylene^D013750^MESH|Trichloroethylene^D014241^MESH|Vinyl Chloride^D014752^MESH,Leukemia^D007938^MESH,,The purpose of this study was to determine whether potential exposures of employees to contaminated drinking water at Camp Lejeune increased risk of mortality from cancers and other chronic diseases.
25127343,,"2-(N-methylperfluorooctanesulfonamido)acetic acid^C000601538^MESH|hexadecafluoro-nonanoic acid^C018959^MESH|Hydrocarbons, Fluorinated^D006845^MESH|perfluorodecanoic acid^C036567^MESH|perfluorooctanesulfonamide^C063900^MESH|perfluorooctane sulfonic acid^C076994^MESH|perfluorooctanoic acid^C023036^MESH|Sulfonamides^D013449^MESH",^^^^Study subjects,United States,serum,"2-(N-methylperfluorooctanesulfonamido)acetic acid^C000601538^MESH|hexadecafluoro-nonanoic acid^C018959^MESH|Hydrocarbons, Fluorinated^D006845^MESH|perfluorodecanoic acid^C036567^MESH|perfluorooctanesulfonamide^C063900^MESH|perfluorooctane sulfonic acid^C076994^MESH|perfluorooctanoic acid^C023036^MESH|Sulfonamides^D013449^MESH",,spermatogenesis^GO:0007283^GO,"We found that select perfluorinated chemicals at environmentally relevant concentrations were associated with differences in sperm head, morphology, and DNA characteristics, including differences indicative of higher and lower semen quality."
25128591,,Acrylonitrile^D000181^MESH,^^^^Military personnel|^^^^Workers,Belgium,blood,Amino Acids^D000596^MESH,,,"The specific aims of this study are (1) to determine exposure to acrylonitrile (ACN) by means of N-2-cyanoethylvaline adducts in the blood of the emergency responders involved in the on-site management of the train accident of Wetteren, and (2) to assess discriminating factors for ACN exposure in this group of emergency responders."
25135671,,"Fatty Acids, Unsaturated^D005231^MESH|Methylmercury Compounds^D008767^MESH|Selenium^D012643^MESH",^^^^Study subjects,Canada,"blood|cell, erythrocyte","Fatty Acids, Unsaturated^D005231^MESH|Mercury^D008628^MESH|Methylmercury Compounds^D008767^MESH|Selenium^D012643^MESH",,,"The study objectives are to identify contemporary country food sources of methylmercury, selenium and long-chain omega-3 polyunsaturated fatty acids in Nunavik, particularly among childbearing-age women, taking into account regional differences in consumption profiles."
25137520,genetics,Lead^D007854^MESH|Mercury^D008628^MESH|Solvents^D012997^MESH,APOE^gene^348^GENE^Subjects with gene influence:|LTA^gene^4049^GENE^Subjects with gene influence:|MBP^gene^4155^GENE^Subjects with gene influence:|Multiple Sclerosis^disease^D009103^MESH^Controls for disease:|Multiple Sclerosis^disease^D009103^MESH^Subjects with disease:|TNF^gene^7124^GENE^Subjects with gene influence:|VDR^gene^7421^GENE^Subjects with gene influence:,United States,,,Multiple Sclerosis^D009103^MESH,,"In this study, we examined exposure to lead, mercury, and solvents, and 58 single nucleotide polymorphisms (SNPs) in genes associated with multiple sclerosis, and identified statistically significant multiplicative interactions with SNPs in five of the genes (TNF-alpha, TNF-beta, VDR, MBP, and APOE) and additive interaction with a SNP in TCA-beta."
25140312,,Polycyclic Aromatic Hydrocarbons^D011084^MESH|Tobacco Smoke Pollution^D014028^MESH,^^^^Infants or newborns|^^^^Pregnant females,Poland,urine,1-hydroxyphenanthrene^C092102^MESH|1-hydroxypyrene^C033146^MESH|4-hydroxyphenanthrene^C092103^MESH|9-phenanthrol^C091375^MESH|Phenanthrenes^D010616^MESH|Pyrenes^D011721^MESH,,developmental growth^GO:0048589^GO,This study provides evidence that combined exposure of pregnant women to common environmental pollutants such as polycyclic aromatic hydrocarbons and environmental tobacco smoke might adversely affect fetal development.
25141213,,Lead^D007854^MESH,^^^^Workers,"Korea, Republic of",blood,Lead^D007854^MESH,,memory^GO:0007613^GO,Our findings suggest that functional abnormalities in the frontoparietal working memory network might contribute to impairments in maintenance and manipulation of working memory in the lead-exposed subjects.
25149876,,Manganese^D008345^MESH,Autism Spectrum Disorder^disease^D000067877^MESH^Controls for disease:|Autism Spectrum Disorder^disease^D000067877^MESH^Subjects with disease:|^^^^Children,Jamaica,blood,Manganese^D008345^MESH,Autism Spectrum Disorder^D000067877^MESH,,Our study results found no statistically significant association between blood manganese concentrations and Autism Spectrum Disorder status.
25151427,,Aluminum^D000535^MESH|Antimony^D000965^MESH|Arsenic^D001151^MESH|Barium^D001464^MESH|Beryllium^D001608^MESH|Bismuth^D001729^MESH|Boron^D001895^MESH|Bromine^D001966^MESH|Cadmium^D002104^MESH|Cerium^D002563^MESH|Cesium^D002586^MESH|Chromium^D002857^MESH|Cobalt^D003035^MESH|Copper^D003300^MESH|Dysprosium^D004419^MESH|Erbium^D004871^MESH|Europium^D005063^MESH|Gadolinium^D005682^MESH|Gallium^D005708^MESH|Germanium^D005857^MESH|Gold^D006046^MESH|Hafnium^D006195^MESH|Holmium^D006695^MESH|Indium^D007204^MESH|Iridium^D007495^MESH|Lanthanum^D007811^MESH|Lead^D007854^MESH|Lithium^D008094^MESH|Lutetium^D008187^MESH|Manganese^D008345^MESH|Mercury^D008628^MESH|Molybdenum^D008982^MESH|Neodymium^D009354^MESH|Nickel^D009532^MESH|Niobium^D009556^MESH|Osmium^D009992^MESH|Palladium^D010165^MESH|Platinum^D010984^MESH|Praseodymium^D011221^MESH|Rhodium^D012238^MESH|Rubidium^D012413^MESH|Ruthenium^D012428^MESH|Samarium^D012493^MESH|Scandium^D012538^MESH|Selenium^D012643^MESH|Silver^D012834^MESH|Strontium^D013324^MESH|Tantalum^D013635^MESH|Tellurium^D013691^MESH|Terbium^D013725^MESH|Thallium^D013793^MESH|Thorium^D013910^MESH|Thulium^D013932^MESH|Tin^D014001^MESH|Titanium^D014025^MESH|Tungsten^D014414^MESH|Vanadium^D014639^MESH|Ytterbium^D015018^MESH|Yttrium^D015019^MESH|Zinc^D015032^MESH|Zirconium^D015040^MESH,^^^^Study subjects,United Kingdom,urine,Aluminum^D000535^MESH|Antimony^D000965^MESH|Arsenic^D001151^MESH|Barium^D001464^MESH|Beryllium^D001608^MESH|Bismuth^D001729^MESH|Boron^D001895^MESH|Bromine^D001966^MESH|Cadmium^D002104^MESH|Cerium^D002563^MESH|Cesium^D002586^MESH|Chromium^D002857^MESH|Cobalt^D003035^MESH|Copper^D003300^MESH|Dysprosium^D004419^MESH|Erbium^D004871^MESH|Europium^D005063^MESH|Gadolinium^D005682^MESH|Gallium^D005708^MESH|Germanium^D005857^MESH|Gold^D006046^MESH|Hafnium^D006195^MESH|Holmium^D006695^MESH|Indium^D007204^MESH|Iridium^D007495^MESH|Lanthanum^D007811^MESH|Lead^D007854^MESH|Lithium^D008094^MESH|Lutetium^D008187^MESH|Manganese^D008345^MESH|Mercury^D008628^MESH|Molybdenum^D008982^MESH|Neodymium^D009354^MESH|Nickel^D009532^MESH|Niobium^D009556^MESH|Osmium^D009992^MESH|Palladium^D010165^MESH|Platinum^D010984^MESH|Praseodymium^D011221^MESH|Rhodium^D012238^MESH|Rubidium^D012413^MESH|Ruthenium^D012428^MESH|Samarium^D012493^MESH|Scandium^D012538^MESH|Selenium^D012643^MESH|Silver^D012834^MESH|Strontium^D013324^MESH|Tantalum^D013635^MESH|Tellurium^D013691^MESH|Terbium^D013725^MESH|Thallium^D013793^MESH|Thorium^D013910^MESH|Thulium^D013932^MESH|Tin^D014001^MESH|Titanium^D014025^MESH|Tungsten^D014414^MESH|Vanadium^D014639^MESH|Ytterbium^D015018^MESH|Yttrium^D015019^MESH|Zinc^D015032^MESH|Zirconium^D015040^MESH,,,We report 95th percentiles of 61 elements in urine samples from occupationally unexposed UK adults.
25153026,,Nitrogen Dioxide^D009585^MESH|Particulate Matter^D052638^MESH,^^^^Children,Germany,air,Nitrogen Dioxide^D009585^MESH|Particulate Matter^D052638^MESH,,bone development^GO:0060348^GO,"In order to study the association between ambient air pollution and bone turnover markers, as indicators of bone loss, we investigated associations between land-use regression modeled air pollution (NO2, PM2.5 mass, PM2.5 - 10 [coarse particles], PM10 mass and PM2.5 absorbance) and bone turnover markers in 2264 children aged 10 years."
25153465,,bisphenol A^C006780^MESH|Estradiol^D004958^MESH,,Nigeria,water,bisphenol A^C006780^MESH|Estradiol^D004958^MESH,,,"In this study, we investigated the presence of mutagens and chemicals exhibiting estrogenic activity in the daily diet of Nigerians, using in vitro assays."
25155880,disease,Antidepressive Agents^D000928^MESH,Attention Deficit Disorder with Hyperactivity^disease^D001289^MESH^Subjects with disease:|Autism Spectrum Disorder^disease^D000067877^MESH^Subjects with disease:|^^^^Fetuses,United States,,,Attention Deficit Disorder with Hyperactivity^D001289^MESH|Autism Spectrum Disorder^D000067877^MESH,,"Antidepressant exposure prior to and during pregnancy was associated with autism spectrum disorder (ASD) risk, but risk associated with exposure during pregnancy was no longer significant after controlling for maternal major depression; conversely, antidepressant exposure during but not prior to pregnancy was associated with attention-deficit hyperactivity disorder (ADHD) risk, even after adjustment for maternal depression, and these results suggest that the risk of autism observed with prenatal antidepressant exposure is likely confounded by severity of maternal illness, but further indicate that such exposure may still be associated with ADHD risk."
25157159,,Carbon^D002244^MESH|Particulate Matter^D052638^MESH|Soot^D053260^MESH|Vehicle Emissions^D001335^MESH,^^^^Study subjects,China,air,Carbon^D002244^MESH|Particulate Matter^D052638^MESH|Soot^D053260^MESH,,positive regulation of blood pressure^GO:0045777^GO,"Our findings suggest that black carbon from combustion emissions is more strongly associated with blood pressure than particulate matter mass, and that black carbon's health effects may be larger among women living near a highway and with greater exposure to motor vehicle emissions."
25157974,,Formaldehyde^D005557^MESH|formic acid^C030544^MESH,^^^^Workers,China,air,Formaldehyde^D005557^MESH,,B cell proliferation^GO:0042100^GO|interferon-gamma secretion^GO:0072643^GO|interleukin-10 secretion^GO:0072608^GO|interleukin-4 secretion^GO:0072602^GO|interleukin-8 secretion^GO:0072606^GO|natural killer cell proliferation^GO:0001787^GO|tumor necrosis factor secretion^GO:1990774^GO,"In the present study, we aimed to examine the distribution of major lymphocyte subpopulations (T cells, B cells, and NK cells) in the peripheral blood of formaldehyde-exposed and unexposed workers."
25162674,,Asbestos^D001194^MESH,"Mesothelioma, Malignant^disease^C562839^MESH^Controls for disease:|Mesothelioma, Malignant^disease^C562839^MESH^Subjects with disease:|^^^^Workers",Italy,serum,CCL11^6356^GENE|CCL27^10850^GENE|CCL3^6348^GENE|CCL5^6352^GENE|CCL7^6354^GENE|CLEC11A^6320^GENE|CSF1^1435^GENE|CSF3^1440^GENE|CXCL10^3627^GENE|CXCL12^6387^GENE|CXCL1^2919^GENE|CXCL8^3576^GENE|CXCL9^4283^GENE|HGF^3082^GENE|IFNA2^3440^GENE|IFNG^3458^GENE|IL12B^3593^GENE|IL17A^3605^GENE|IL1A^3552^GENE|IL2RA^3559^GENE|IL3^3562^GENE|IL4^3565^GENE|IL6^3569^GENE|LTA^4049^GENE|MIF^4282^GENE|NGF^4803^GENE,,positive regulation of chemokine (C-C motif) ligand 5 production^GO:0071651^GO,"This study shows that in subjects from an hyperendemic area for malignant mesothelioma, the chemokine RANTES (CCL5) is associated with the exposure to asbestos fibres."
25168129,,Particulate Matter^D052638^MESH,^^^^Study subjects,China,air,Particulate Matter^D052638^MESH,"Bronchitis, Chronic^D029481^MESH|Death^D003643^MESH",,"We estimated the health benefits associated with air quality improvement from 2001 to 2010 in Taiyuan, Shanxi Province, using disability-adjusted life years and monetized the health benefits using value of statistical life."
25173774,,Nicotine^D009538^MESH,,United States,floor,Nicotine^D009538^MESH,,,This study indicates that there is a risk for thirdhand exposure to nicotine from e-cigarettes.
25178403,,oligo(2-(2-ethoxy)-ethoxyethyl)guanidinium-chloride^C584298^MESH|polyhexamethyleneguanidine^C060540^MESH,^^^^Children|^^^^Pregnant females|^^^^Study subjects,"Korea, Republic of",,,"Death^D003643^MESH|Lung Diseases^D008171^MESH|Lung Diseases, Interstitial^D017563^MESH",,"The use of humidifier disinfectant products containing either polyhexamethylene guanidine phosphate or oligo(2-(2-ethoxy)ethoxyethyl guanidinium chloride at home has the potential to cause lung injury, especially in susceptible populations such as infants, preschool-age children, and pregnant women."
25180080,tobacco,"2,3-pentanedione^C013186^MESH|Diacetyl^D003931^MESH",,France|Germany|Greece|Italy|Poland|United Kingdom|United States,"e-cigarette, aerosol|e-cigarette, liquid","2,3-pentanedione^C013186^MESH|Diacetyl^D003931^MESH",,,"Diacetyl and acetyl propionyl were present in a large proportion of sweet-flavored e-cigarette liquid samples from both European and US manufacturers and retailers, and are readily delivered to the aerosol inhaled by the users."
